,0
831,0.56671005
832,0.45409626
833,0.4046814
834,0.39635894
835,0.39297792
836,0.3921977
837,0.3875163
838,0.38907677
839,0.6442133
840,0.6291288
841,0.62288696
842,0.6176853
843,0.62002605
844,0.62210673
845,0.64681417
846,0.6720417
847,0.69050723
848,0.67802346
849,0.6756828
850,0.6754227
851,0.49726924
852,0.4013004
853,0.39947987
854,0.41872564
855,0.44239274
856,0.44291288
857,0.446554
858,0.44837454
859,0.43302992
860,0.396619
861,0.36592978
862,0.33836153
863,0.33003905
864,0.31027308
865,0.32613784
866,0.3302991
867,0.3453836
868,0.3453836
869,0.3453836
870,0.34304294
871,0.33940184
872,0.3412224
873,0.33289987
874,0.3378414
875,0.34486347
876,0.3516255
877,0.36410925
878,0.35136542
879,0.34954488
880,0.4122237
881,0.42132643
882,0.43276986
883,0.6000001
884,0.8728219
885,1.0000001
886,0.9758128
887,0.9656698
888,0.96332914
889,0.9656698
890,0.9739923
891,0.9810144
892,0.9583876
893,0.9531861
894,0.9646295
895,0.95682716
896,0.92691815
897,0.89154756
898,0.83407027
899,0.62210673
900,0.61664504
901,0.6210664
902,0.40546167
903,0.37113136
904,0.55110544
905,0.619766
906,0.6210664
907,0.6114435
908,0.61092335
909,0.42184657
910,0.3895969
911,0.61820555
912,0.63302994
913,0.62626797
914,0.6101431
915,0.5055917
916,0.25331602
917,0.40026012
918,0.48608586
919,0.49388823
920,0.4946684
921,0.49232772
922,0.34018207
923,0.24239275
924,0.4959688
925,0.5014305
926,0.4988297
927,0.48270485
928,0.42808846
929,0.19349806
930,0.28036413
931,0.45643696
932,0.45461643
933,0.45617688
934,0.42600784
935,0.19375813
936,0.303251
937,0.45669705
938,0.45669705
939,0.4582575
940,0.38309497
941,0.19635892
942,0.32015604
943,0.46345904
944,0.46371913
945,0.46241876
946,0.32379717
947,0.19557868
948,0.44239274
949,0.44785437
950,0.43641093
951,0.45409626
952,0.21378416
953,0.18647595
954,0.42340705
955,0.4215865
956,0.41742525
957,0.37035114
958,0.15968792
959,0.36957088
960,0.4343303
961,0.4345904
962,0.30819246
963,0.16176853
964,0.3185956
965,0.43198964
966,0.40572172
967,0.38985696
968,0.12223668
969,0.22834852
970,0.41378415
971,0.42652798
972,0.39895973
973,0.16957088
974,0.25383615
975,0.4358908
976,0.42262682
977,0.39583877
978,0.22678804
979,0.1313394
980,0.34148246
981,0.40052018
982,0.40000004
983,0.34876463
984,0.12067621
985,0.20780236
986,0.3955787
987,0.39375815
988,0.4241873
989,0.3006502
990,0.16749026
991,0.31417426
992,0.4392718
993,0.44005206
994,0.42652798
995,0.16775033
996,0.23146945
997,0.41716516
998,0.41508454
999,0.41716516
1000,0.14538363
1001,0.12457738
1002,0.3849155
1003,0.3836151
1004,0.38179457
1005,0.18881665
1006,0.14824447
1007,0.38205463
1008,0.37971395
1009,0.38049415
1010,0.12223668
1011,0.20156047
1012,0.38933682
1013,0.39427832
1014,0.36540964
1015,0.1159948
1016,0.21326399
1017,0.40962294
1018,0.41248375
1019,0.42054617
1020,0.21352406
1021,0.21066321
1022,0.38647595
1023,0.34278286
1024,0.3563069
1025,0.11833551
1026,0.059557877
1027,0.30949286
1028,0.31807545
1029,0.31807545
1030,0.16853057
1031,0.035630688
1032,0.29986998
1033,0.2983095
1034,0.29674906
1035,0.14512354
1036,0.016384916
1037,0.27750328
1038,0.2759428
1039,0.27932382
1040,0.04811444
1041,0.10585176
1042,0.27802342
1043,0.2762029
1044,0.18153447
1045,0.0044213254
1046,0.20520157
1047,0.27750328
1048,0.27880368
1049,0.12613785
1050,0.0044213254
1051,0.24655396
1052,0.2795839
1053,0.27022108
1054,0.017685307
1055,0.14174253
1056,0.29570872
1057,0.29414827
1058,0.17373212
1059,0.026007803
1060,0.25279585
1061,0.29674906
1062,0.29648897
1063,0.16020806
1064,0.017685307
1065,0.24889469
1066,0.28582576
1067,0.28660598
1068,0.21482445
1069,0.015084526
1070,0.19401821
1071,0.28790638
1072,0.28582576
1073,0.124837466
1074,0.033810146
1075,0.28946686
1076,0.2863459
1077,0.2749025
1078,0.031209363
1079,0.06475943
1080,0.27932382
1081,0.27854356
1082,0.23459038
1083,0.002860859
1084,0.1336801
1085,0.2749025
1086,0.27542263
1087,0.15422627
1088,0.0026007798
1089,0.24915475
1090,0.28920677
1091,0.2889467
1092,0.024447335
1093,0.10767231
1094,0.30845255
1095,0.31053317
1096,0.20936282
1097,0.03537061
1098,0.2889467
1099,0.2993498
1100,0.30039012
1101,0.04083226
1102,0.14590378
1103,0.3006502
1104,0.2985696
1105,0.18543564
1106,0.035630688
1107,0.29986998
1108,0.30013007
1109,0.28478545
1110,0.024967493
1111,0.24109235
1112,0.2985696
1113,0.25201562
1114,0.018725617
1115,0.20624188
1116,0.28816646
1117,0.28790638
1118,0.02158648
1119,0.16540962
1120,0.27906373
1121,0.2795839
1122,0.070221074
1123,0.08582575
1124,0.2889467
1125,0.28946686
1126,0.18751627
1127,0.024447335
1128,0.28868663
1129,0.28816646
1130,0.16020806
1131,0.043172956
1132,0.3006502
1133,0.29284787
1134,0.2
1135,0.015864762
1136,0.28712615
1137,0.29622886
1138,0.14330299
1139,0.07256177
1140,0.2946684
1141,0.29388818
1142,0.16566971
1143,0.014044212
1144,0.2759428
1145,0.28244475
1146,0.28270483
1147,0.069180764
1148,0.15682705
1149,0.30533162
1150,0.2868661
1151,0.051235378
1152,0.1812744
1153,0.27204162
1154,0.21872564
1155,0.0018205456
1156,0.26111832
1157,0.2712614
1158,0.1823147
1159,0.011183357
1160,0.24421328
1161,0.28374514
1162,0.28244475
1163,0.037711315
1164,0.15968792
1165,0.28400522
1166,0.21846554
1167,0.010663198
1168,0.2816645
1169,0.2876463
1170,0.1539662
1171,0.017685307
1172,0.2925878
1173,0.28946686
1174,0.16853057
1175,0.074902475
1176,0.29050717
1177,0.28998703
1178,0.18959688
1179,0.045253582
1180,0.28920677
1181,0.27880368
1182,0.01430429
1183,0.23224968
1184,0.28842655
1185,0.28842655
1186,0.20416127
1187,0.036671005
1188,0.2772432
1189,0.2759428
1190,0.26319897
1191,0.002080623
1192,0.21170352
1193,0.27542263
1194,0.27854356
1195,0.0959688
1196,0.09024708
1197,0.28712615
1198,0.28660598
1199,0.20104033
1200,0.031209363
1201,0.28868663
1202,0.28842655
1203,0.10923279
1204,0.10923279
1205,0.2795839
1206,0.2902471
1207,0.09284786
1208,0.11443434
1209,0.29284787
1210,0.29206765
1211,0.1289987
1212,0.08738622
1213,0.2897269
1214,0.2889467
1215,0.18803641
1216,0.039531864
1217,0.29050717
1218,0.28868663
1219,0.28998703
1220,0.0853056
1221,0.17815346
1222,0.32665804
1223,0.31105334
1224,0.22340703
1225,0.0026007798
1226,0.24369314
1227,0.27672303
1228,0.27178153
1229,0.0023407005
1230,0.16957088
1231,0.28660598
1232,0.2855657
1233,0.18283486
1234,0.023146948
1235,0.29518858
1236,0.29674906
1237,0.26814047
1238,0.021066321
1239,0.21976593
1240,0.28946686
1241,0.29284787
1242,0.12171652
1243,0.07152147
1244,0.29986998
1245,0.2993498
1246,0.2993498
1247,0.055396624
1248,0.15838751
1249,0.2996099
1250,0.29986998
1251,0.28946686
1252,0.024967493
1253,0.18205462
1254,0.29986998
1255,0.2985696
1256,0.14772433
1257,0.06215865
1258,0.27776334
1259,0.27672303
1260,0.27568272
1261,0.10897269
1262,0.002080623
1263,0.25539663
1264,0.27542263
1265,0.2762029
1266,0.19037712
1267,0.011963589
1268,0.22496751
1269,0.28712615
1270,0.2855657
1271,0.0122236665
1272,0.17087127
1273,0.28114435
1274,0.2808843
1275,0.17867361
1276,0.0046814047
1277,0.25539663
1278,0.2876463
1279,0.2876463
1280,0.055396624
1281,0.15552667
1282,0.28842655
1283,0.28998703
1284,0.17815346
1285,0.018985698
1286,0.28842655
1287,0.2868661
1288,0.28530562
1289,0.16566971
1290,0.056176856
1291,0.28790638
1292,0.28140444
1293,0.27698308
1294,0.19843954
1295,0.0023407005
1296,0.25071523
1297,0.27542263
1298,0.2749025
1299,0.17243174
1300,0.0023407005
1301,0.25877765
1302,0.2736021
1303,0.2772432
1304,0.11157348
1305,0.07984396
1306,0.28452536
1307,0.2842653
1308,0.28478545
1309,0.12925878
1310,0.012483744
1311,0.2936281
1312,0.28920677
1313,0.2863459
1314,0.2868661
1315,0.030689208
1316,0.11417427
1317,0.28790638
1318,0.2889467
1319,0.2902471
1320,0.13576074
1321,0.048634596
1322,0.2902471
1323,0.2902471
1324,0.28816646
1325,0.11833551
1326,0.011183357
1327,0.27802342
1328,0.27698308
1329,0.27776334
1330,0.2689207
1331,0.17607282
1332,0.42054617
1333,0.41612488
1334,0.4135241
1335,0.1812744
1336,0.26658
1337,0.4119636
1338,0.4122237
1339,0.4145644
1340,0.2712614
1341,0.15526658
1342,0.39401823
1343,0.42340705
1344,0.4262679
1345,0.43329
1346,0.16644993
1347,0.30247074
1348,0.4312094
1349,0.42756832
1350,0.42548767
1351,0.28140444
1352,0.2202861
1353,0.42132643
1354,0.42002603
1355,0.42236674
1356,0.22106634
1357,0.25877765
1358,0.42106634
1359,0.4156047
1360,0.36827052
1361,0.112093635
1362,0.015604684
1363,0.2736021
1364,0.27542263
1365,0.27542263
1366,0.22704813
1367,0.0023407005
1368,0.18543564
1369,0.27542263
1370,0.2759428
1371,0.21326399
1372,0.002080623
1373,0.22808844
1374,0.27672303
1375,0.27984396
1376,0.25435632
1377,0.0130039025
1378,0.20286086
1379,0.30689207
1380,0.30949286
1381,0.24603382
1382,0.036931083
1383,0.22522756
1384,0.31131342
1385,0.31001303
1386,0.10975293
1387,0.14018205
1388,0.2970091
1389,0.2972692
1390,0.20312095
1391,0.067360215
1392,0.28530562
1393,0.2829649
1394,0.23355007
1395,0.012743821
1396,0.26918077
1397,0.28530562
1398,0.28478545
1399,0.01430429
1400,0.20312095
1401,0.2762029
1402,0.2759428
1403,0.03042913
1404,0.10923279
1405,0.27698308
1406,0.27542263
1407,0.16020806
1408,0.0026007798
1409,0.22288688
1410,0.2762029
1411,0.2808843
1412,0.10195059
1413,0.016384916
1414,0.28790638
1415,0.28842655
1416,0.2949285
1417,0.07438232
1418,0.07516256
1419,0.2970091
1420,0.29180756
1421,0.2912874
1422,0.07958388
1423,0.026007803
1424,0.28842655
1425,0.27542263
1426,0.2712614
1427,0.10481145
1428,0.002080623
1429,0.18361509
1430,0.27516255
1431,0.2746424
1432,0.17841353
1433,0.0023407005
1434,0.1336801
1435,0.2749025
1436,0.27412227
1437,0.17009103
1438,0.0023407005
1439,0.13810144
1440,0.27516255
1441,0.27438232
1442,0.19635892
1443,0.0023407005
1444,0.14330299
1445,0.2912874
1446,0.28868663
1447,0.09544864
1448,0.015604684
1449,0.2772432
1450,0.28478545
1451,0.2842653
1452,0.06553967
1453,0.042912878
1454,0.28608584
1455,0.29310796
1456,0.28998703
1457,0.023407025
1458,0.10169052
1459,0.5591678
1460,0.8600781
1461,0.7560469
1462,0.5581275
1463,0.35916778
1464,0.39739925
1465,0.39713916
1466,0.44265282
1467,0.48868665
1468,0.2535761
1469,0.3230169
1470,0.5703512
1471,0.5159949
1472,0.603121
1473,0.57425237
1474,0.15344603
1475,0.12457738
1476,0.303251
1477,0.31443435
1478,0.3412224
1479,0.41664502
1480,0.47334203
1481,0.47282186
1482,0.47360212
1483,0.47360212
1484,0.48192462
1485,0.4782835
1486,0.50689214
1487,0.55188566
1488,0.5521457
1489,0.56202865
1490,0.5695709
1491,0.5836152
1492,0.5721717
1493,0.5732121
1494,0.5784136
1495,0.5760729
1496,0.56592983
1497,0.569831
1498,0.56671005
1499,0.55292594
1500,0.5435631
1501,0.529779
1502,0.54954493
1503,0.6028609
1504,0.45331603
1505,0.346684
1506,0.479844
1507,0.61690515
1508,0.6158648
1509,0.6119637
1510,0.6153447
1511,0.616385
1512,0.6291288
1513,0.62938887
1514,0.63485056
1515,0.63589084
1516,0.59427834
1517,0.58569574
1518,0.603121
1519,0.6023408
1520,0.6067621
1521,0.6026009
1522,0.6184656
1523,0.5953186
1524,0.592978
1525,0.586216
1526,0.6247075
1527,0.6171652
1528,0.62288696
1529,0.64187264
1530,0.60026014
1531,0.5971392
1532,0.609883
1533,0.59583884
1534,0.4608583
1535,0.34018207
1536,0.46944085
1537,0.5755527
1538,0.6153447
1539,0.6351106
1540,0.66215867
1541,0.6717816
1542,0.6944084
1543,0.71885574
1544,0.7167751
1545,0.70715225
1546,0.6507153
1547,0.62028617
1548,0.41066322
1549,0.38855657
1550,0.6218466
1551,0.6613785
1552,0.49258783
1553,0.47204164
1554,0.48738626
1555,0.47152147
1556,0.4676203
1557,0.4689207
1558,0.46684006
1559,0.4655397
1560,0.41300392
1561,0.19401821
1562,0.19245775
1563,0.44785437
1564,0.45461643
1565,0.45591682
1566,0.45487648
1567,0.4522757
1568,0.4509753
1569,0.45149547
1570,0.45253578
1571,0.45383617
1572,0.33862162
1573,0.1846554
1574,0.21846554
1575,0.4408323
1576,0.41144347
1577,0.41248375
1578,0.41144347
1579,0.4249675
1580,0.4309493
1581,0.4288687
1582,0.42808846
1583,0.42548767
1584,0.42054617
1585,0.22938883
1586,0.15188557
1587,0.25175557
1588,0.41872564
1589,0.42704812
1590,0.43042916
1591,0.43250978
1592,0.43016908
1593,0.42574775
1594,0.42002603
1595,0.4182055
1596,0.19089727
1597,0.15188557
1598,0.29570872
1599,0.42054617
1600,0.4145644
1601,0.41404423
1602,0.44993502
1603,0.46137846
1604,0.45513657
1605,0.4522757
1606,0.44993502
1607,0.44837454
1608,0.2910273
1609,0.18803641
1610,0.2403121
1611,0.4572172
1612,0.45617688
1613,0.46397924
1614,0.46736026
1615,0.4605982
1616,0.46501952
1617,0.46371913
1618,0.46345904
1619,0.44135243
1620,0.20052016
1621,0.19973993
1622,0.42184657
1623,0.46371913
1624,0.4756827
1625,0.47334203
1626,0.47464243
1627,0.4889467
1628,0.48660603
1629,0.39245775
1630,0.22392718
1631,0.29778934
1632,0.47412226
1633,0.46814045
1634,0.4642393
1635,0.46371913
1636,0.46475944
1637,0.46449938
1638,0.39635894
1639,0.21690509
1640,0.24473342
1641,0.39609885
1642,0.33498052
1643,0.3352406
1644,0.33289987
1645,0.32977894
1646,0.3282185
1647,0.30533162
1648,0.061898574
1649,0.061638497
1650,0.30741224
1651,0.33107933
1652,0.33133942
1653,0.3279584
1654,0.32509756
1655,0.3243173
1656,0.32535765
1657,0.32977894
1658,0.21872564
1659,0.06267881
1660,0.123016916
1661,0.3378414
1662,0.34850457
1663,0.37607285
1664,0.38777637
1665,0.38777637
1666,0.37581277
