,0
1667,0.336541
1668,0.1159948
1669,0.124837466
1670,0.37685308
1671,0.40832254
1672,0.5118336
1673,0.5074123
1674,0.5019506
1675,0.49804947
1676,0.49414828
1677,0.47334203
1678,0.23745126
1679,0.34460342
1680,0.57685316
1681,0.5011704
1682,0.49440834
1683,0.586216
1684,0.5248375
1685,0.4868661
1686,0.48504552
1687,0.48218468
1688,0.31469443
1689,0.216645
1690,0.31105334
1691,0.47542265
1692,0.46970093
1693,0.46684006
1694,0.4468141
1695,0.4379714
1696,0.43901172
1697,0.4379714
1698,0.43953186
1699,0.4512354
1700,0.46501952
1701,0.41612488
1702,0.20702212
1703,0.2049415
1704,0.40442133
1705,0.46111837
1706,0.46215865
1707,0.45747727
1708,0.46033812
1709,0.47412226
1710,0.4725618
1711,0.45929784
1712,0.45929784
1713,0.46033812
1714,0.46449938
1715,0.4629389
1716,0.4629389
1717,0.28920677
1718,0.20572172
1719,0.28868663
1720,0.45201564
1721,0.42548767
1722,0.44421327
1723,0.44135243
1724,0.44265282
1725,0.44499353
1726,0.4452536
1727,0.44291288
1728,0.44213268
1729,0.443173
1730,0.44369313
1731,0.45487648
1732,0.45383617
1733,0.4556567
1734,0.40806246
1735,0.32665804
1736,0.3305592
1737,0.34174255
1738,0.34486347
1739,0.3589077
1740,0.36566973
1741,0.3635891
1742,0.3635891
1743,0.36488947
1744,0.35838753
1745,0.35006502
1746,0.34616387
1747,0.17139141
1748,0.078543566
1749,0.28608584
1750,0.3420026
1751,0.34486347
1752,0.34382316
1753,0.34304294
1754,0.33732122
1755,0.33289987
1756,0.3315995
1757,0.3282185
1758,0.3209363
1759,0.32145643
1760,0.32197663
1761,0.32197663
1762,0.3245774
1763,0.11157348
1764,0.0556567
1765,0.20910275
1766,0.32275686
1767,0.32249677
1768,0.3222367
1769,0.32119638
1770,0.32353708
1771,0.33368012
1772,0.33498052
1773,0.339922
1774,0.34902474
1775,0.35500652
1776,0.3422627
1777,0.34304294
1778,0.34018207
1779,0.34044215
1780,0.3289987
1781,0.29986998
1782,0.30767232
1783,0.31781536
1784,0.44499353
1785,0.45461643
1786,0.44135243
1787,0.43745127
1788,0.44889468
1789,0.44421327
1790,0.45305595
1791,0.4405722
1792,0.42262682
1793,0.40936282
1794,0.41040313
1795,0.409883
1796,0.3479844
1797,0.21248375
1798,0.21092328
1799,0.19791938
1800,0.4556567
1801,0.4816645
1802,0.48374513
1803,0.37555268
1804,0.23875162
1805,0.28036413
1806,0.5014305
1807,0.50169057
1808,0.4785436
1809,0.26710013
1810,0.2749025
1811,0.5271782
1812,0.53706115
1813,0.53263986
1814,0.3872562
1815,0.27074122
1816,0.29622886
1817,0.5115735
1818,0.49440834
1819,0.49544868
1820,0.29986998
1821,0.30169052
1822,0.46736026
1823,0.44239274
1824,0.44603384
1825,0.45643696
1826,0.44889468
1827,0.45305595
1828,0.44135243
1829,0.25539663
1830,0.25591677
1831,0.47672305
1832,0.5107933
1833,0.50351113
1834,0.4236671
1835,0.4959688
1836,0.47204164
1837,0.379974
1838,0.2439532
1839,0.16254877
1840,0.4605982
1841,0.4522757
1842,0.44629392
1843,0.4915475
1844,0.44447336
1845,0.5505852
1846,0.49310794
1847,0.4962289
1848,0.34746426
1849,0.20286086
1850,0.2522757
1851,0.49804947
1852,0.46814045
1853,0.53263986
1854,0.5001301
1855,0.48270485
1856,0.53914183
1857,0.41586477
1858,0.2486346
1859,0.21976593
1860,0.35370612
1861,0.52457744
1862,0.44863462
1863,0.49908975
1864,0.48062423
1865,0.4312094
1866,0.4946684
1867,0.37113136
1868,0.2023407
1869,0.23016906
1870,0.43823147
1871,0.48816648
1872,0.41768533
1873,0.46241876
1874,0.4642393
1875,0.4135241
1876,0.36124837
1877,0.2330299
1878,0.5024708
1879,0.5092328
1880,0.4416125
1881,0.48868665
1882,0.5014305
1883,0.3849155
1884,0.24187255
1885,0.37503254
1886,0.45539665
1887,0.54044217
1888,0.5037712
1889,0.4855657
1890,0.29440832
1891,0.29050717
1892,0.49336806
1893,0.48738626
1894,0.48634592
1895,0.48634592
1896,0.4215865
1897,0.22106634
1898,0.4379714
1899,0.5144344
1900,0.5003902
1901,0.45305595
1902,0.49050722
1903,0.37555268
1904,0.24551368
1905,0.5105332
1906,0.5994799
1907,0.52795845
1908,0.5602081
1909,0.5282185
1910,0.30975294
1911,0.39817947
1912,0.57737327
1913,0.5776334
1914,0.5789337
1915,0.589597
1916,0.5888167
1917,0.33315998
1918,0.33420026
1919,0.5058518
1920,0.5888167
1921,0.55006504
1922,0.5505852
1923,0.55188566
1924,0.65981805
1925,0.5971392
1926,0.32613784
1927,0.31287387
1928,0.47750327
1929,0.5347205
1930,0.53446037
1931,0.53185964
1932,0.5323798
1933,0.52197665
1934,0.3872562
1935,0.25903773
1936,0.5089727
1937,0.526398
1938,0.5224968
1939,0.523017
1940,0.5237972
1941,0.396619
1942,0.27776334
1943,0.52327704
1944,0.5224968
1945,0.52769834
1946,0.53185964
1947,0.5284786
1948,0.37321198
1949,0.26423928
1950,0.4015605
1951,0.53732127
1952,0.5420027
1953,0.5435631
1954,0.53654104
1955,0.5524058
1956,0.5760729
1957,0.37503254
1958,0.29674906
1959,0.39713916
1960,0.56697017
1961,0.5602081
1962,0.56202865
1963,0.56488955
1964,0.5695709
1965,0.49206766
1966,0.28478545
1967,0.2868661
1968,0.5282185
1969,0.7526659
1970,0.92171663
1971,0.60026014
1972,0.56697017
1973,0.5643694
1974,0.3719116
1975,0.2972692
1976,0.30481148
1977,0.5690508
1978,0.5784136
1979,0.5807543
1980,0.5695709
1981,0.5685306
1982,0.5656698
1983,0.56645
1984,0.38673604
1985,0.3042913
1986,0.31599483
1987,0.55110544
1988,0.58335507
1989,0.58335507
1990,0.58725625
1991,0.6000001
1992,0.6041613
1993,0.546424
1994,0.35058522
1995,0.4522757
1996,0.61950594
1997,0.6189858
1998,0.6161249
1999,0.6153447
