1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1766.0,0.06583637483389584,19.0,3.0,0.008997567929327488
1399.0,0.06647526627847007,5.0,4.0,0.008997565135359764
1399.0,0.06647526627847007,5.0,4.0,0.008997565135359764
1399.0,0.06647526627847007,5.0,4.0,0.008997565135359764
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1864.0,0.048377156623205124,15.0,5.0,0.008997256867587566
1839.0,0.03748037436614208,26.0,4.0,0.008997916243970394
1839.0,0.03748037436614208,26.0,4.0,0.008997916243970394
1839.0,0.03748037436614208,26.0,4.0,0.008997916243970394
1839.0,0.03748037436614208,26.0,4.0,0.008997916243970394
